Year,Cause Name,State,Deaths
2002,Cancer,Hawaii,1945
2016,Cancer,New York,35368
2008,Heart disease,Hawaii,2313
2006,Cancer,Hawaii,2171
2015,Heart disease,Connecticut,7205
2014,Heart disease,Montana,1957
2012,Heart disease,New Mexico,3352
2014,Heart disease,Maine,2776
2013,Heart disease,Nebraska,3381
2014,Heart disease,New Hampshire,2464
2007,Cancer,Hawaii,2214
2012,Cancer,New Mexico,3462
2013,Cancer,Wyoming,946
2013,Cancer,Connecticut,6619
2015,Cancer,New York,35089
2011,Cancer,Arizona,10690
2016,Cancer,Texas,40195
2012,Cancer,Arizona,11085
2016,Cancer,Minnesota,9857
2008,Heart disease,Utah,2844
2013,Heart disease,Connecticut,7090
2013,Heart disease,New Hampshire,2434
2009,Cancer,New Mexico,3202
2015,Heart disease,New Hampshire,2571
2013,Heart disease,Utah,3323
2015,Cancer,Texas,39121
2014,Heart disease,North Dakota,1381
2010,Cancer,Colorado,7035
2016,Heart disease,Maine,2907
2011,Heart disease,Maine,2648
2011,Heart disease,Alaska,739
2013,Heart disease,Vermont,1220
2016,Cancer,New Jersey,16377
2015,Heart disease,Florida,45441
2013,Heart disease,Florida,42656
2010,Heart disease,Massachusetts,12043
2016,Heart disease,Utah,3636
2008,Heart disease,Alaska,634
2013,Heart disease,South Dakota,1630
2016,Cancer,Massachusetts,12717
2011,Heart disease,Arizona,10662
2011,Heart disease,New Mexico,3333
2004,Cancer,Hawaii,2088
2015,Cancer,Florida,44027
2016,Heart disease,New Mexico,3800
2012,Heart disease,Vermont,1206
2012,Cancer,North Dakota,1253
2013,Heart disease,North Dakota,1382
2016,Heart disease,Virginia,14124
2015,Cancer,New Jersey,16270
2008,Heart disease,Oregon,6519
2012,Cancer,California,57676
2008,Cancer,Colorado,6719
2016,Cancer,Idaho,2884
2016,Cancer,Washington,12594
2012,Heart disease,Idaho,2515
2015,Heart disease,South Dakota,1711
2011,Heart disease,New Hampshire,2333
2014,Heart disease,Utah,3431
2010,Heart disease,Maine,2628
2012,Heart disease,Montana,1903
2016,Heart disease,New Hampshire,2631
2000,Cancer,Utah,2359
2010,Heart disease,New Mexico,3224
2005,Cancer,Hawaii,2169
2014,Heart disease,Florida,44511
2009,Cancer,Colorado,6950
2006,Heart disease,Hawaii,2244
2010,Heart disease,Alaska,707
2010,Heart disease,Washington,10602
2012,Heart disease,North Dakota,1368
2011,Heart disease,Vermont,1187
2014,Cancer,New York,35392
2013,Cancer,North Dakota,1286
2013,Heart disease,California,60299
2009,Cancer,Arizona,10271
2011,Cancer,California,56449
2012,Cancer,Connecticut,6681
2012,Cancer,Idaho,2572
2014,Cancer,North Dakota,1304
2013,Heart disease,Maine,2807
2010,Cancer,New Mexico,3358
2016,Heart disease,Rhode Island,2256
2013,Heart disease,Wyoming,939
2015,Heart disease,Vermont,1311
2014,Cancer,Minnesota,9649
2006,Heart disease,Colorado,6124
2010,Heart disease,New Hampshire,2290
2014,Heart disease,Idaho,2676
2014,Cancer,Florida,43212
2015,Cancer,Massachusetts,12750
2015,Cancer,North Dakota,1320
2014,Cancer,Texas,38847
2015,Heart disease,Utah,3598
2015,Cancer,Minnesota,9925
2012,Heart disease,Florida,42125
2011,Heart disease,Florida,40919
2008,Cancer,Arizona,10081
2009,Heart disease,Nebraska,3277
2012,Heart disease,California,59371
2009,Heart disease,New Hampshire,2268
2016,Heart disease,South Dakota,1729
2015,Cancer,Idaho,2849
2016,Cancer,Nebraska,3477
2009,Heart disease,New Mexico,3214
2010,Heart disease,Vermont,1172
2009,Heart disease,Washington,10561
2015,Cancer,South Dakota,1640
2011,Heart disease,South Dakota,1625
2007,Cancer,Colorado,6617
2013,Cancer,Montana,1997
2015,Heart disease,Alaska,846
2003,Heart disease,Minnesota,8144
2010,Cancer,Arizona,10678
2012,Cancer,Wyoming,955
2007,Heart disease,Alaska,613
2010,Heart disease,Montana,1849
2010,Heart disease,Nebraska,3355
2015,Heart disease,Virginia,14077
2013,Heart disease,Montana,2004
2009,Heart disease,Montana,1832
2016,Heart disease,Montana,2138
2013,Cancer,South Dakota,1577
2015,Heart disease,Nebraska,3591
2014,Heart disease,South Dakota,1704
2016,Heart disease,Wisconsin,11526
2015,Cancer,Maryland,10568
2012,Cancer,Montana,1954
2014,Heart disease,Wisconsin,11229
2011,Heart disease,Connecticut,7206
2010,Heart disease,South Dakota,1616
2012,Heart disease,Connecticut,7282
2014,Cancer,Idaho,2795
2013,Cancer,Minnesota,9601
2012,Heart disease,South Dakota,1668
2014,Cancer,Massachusetts,12787
2014,Cancer,Washington,12205
2000,Cancer,Hawaii,1943
1999,Cancer,Utah,2393
2009,Heart disease,Arizona,10273
2010,Heart disease,Connecticut,7127
2009,Heart disease,Idaho,2398
2016,Cancer,United States,598038
2015,Heart disease,Montana,2104
2016,Heart disease,North Carolina,18266
2013,Cancer,Florida,42735
2012,Cancer,Minnesota,9424
2013,Cancer,New York,35738
2016,Cancer,Oregon,8078
2011,Heart disease,Idaho,2522
2011,Cancer,Wyoming,936
2015,Heart disease,Wisconsin,11473
2014,Cancer,New Jersey,16591
2016,Cancer,Virginia,15027
2013,Cancer,Washington,11928
2013,Heart disease,Kansas,5364
2009,Heart disease,Massachusetts,12322
2009,Heart disease,Vermont,1171
2014,Heart disease,Virginia,13874
2013,Cancer,Idaho,2707
2013,Cancer,New Jersey,16315
2014,Cancer,Montana,2066
2009,Cancer,North Dakota,1243
2015,Cancer,Washington,12687
2015,Heart disease,Idaho,2825
2009,Heart disease,Maine,2674
2016,Cancer,Maryland,10911
1999,Cancer,Hawaii,1916
2014,Heart disease,Vermont,1311
2016,Cancer,South Dakota,1694
2008,Cancer,Wyoming,874
2010,Cancer,California,56453
2015,Cancer,Montana,2130
2013,Cancer,Texas,38412
2011,Heart disease,Montana,1921
2010,Cancer,North Dakota,1269
2008,Heart disease,Idaho,2330
2001,Cancer,Hawaii,2024
2015,Cancer,Nevada,5015
2016,Cancer,Nevada,5214
2014,Heart disease,Iowa,6615
2015,Heart disease,Maine,3009
2013,Heart disease,Virginia,13663
2003,Cancer,Hawaii,2133
2011,Cancer,Idaho,2573
2014,Heart disease,Kansas,5479
2006,Cancer,Colorado,6550
2007,Heart disease,Oregon,6655
2009,Heart disease,Connecticut,7105
2015,Cancer,Nebraska,3514
2016,Heart disease,Wyoming,1051
2013,Cancer,New Hampshire,2584
2016,Cancer,Rhode Island,2171
2016,Cancer,Wisconsin,11498
2010,Heart disease,North Dakota,1395
2007,Cancer,New Mexico,3238
2012,Heart disease,Kansas,5366
2011,Heart disease,Kansas,5327
2011,Cancer,Connecticut,6837
2016,Cancer,Vermont,1356
2006,Cancer,New Mexico,3147
2015,Cancer,United States,595930
2015,Heart disease,Kansas,5624
2016,Cancer,Kansas,5484
2012,Heart disease,Virginia,13386
2016,Cancer,Alaska,995
2009,Cancer,South Dakota,1503
2014,Heart disease,North Carolina,17592
2009,Cancer,California,55991
2008,Cancer,California,54686
2012,Cancer,Florida,42188
2016,Heart disease,Vermont,1366
2007,Cancer,Arizona,10134
2009,Cancer,Idaho,2458
2009,Heart disease,Alaska,714
2011,Heart disease,Wyoming,926
2011,Heart disease,California,59772
2016,Heart disease,Kansas,5672
2015,Cancer,Wisconsin,11423
2010,Heart disease,Idaho,2495
2013,Heart disease,Wisconsin,11362
2004,Cancer,Colorado,6196
2012,Cancer,New York,35882
2015,Heart disease,Wyoming,1030
2015,Cancer,Virginia,14947
2013,Cancer,Massachusetts,12858
2014,Cancer,Nebraska,3459
2005,Cancer,Colorado,6395
2015,Cancer,Alaska,978
2016,Cancer,Iowa,6432
2010,Cancer,Idaho,2530
2006,Cancer,Arizona,9919
2016,Heart disease,Idaho,2969
2016,Cancer,District of Columbia,1044
2004,Heart disease,Alaska,589
2016,Cancer,Georgia,17184
2015,Cancer,Oregon,8093
2014,Cancer,Oregon,7863
2012,Cancer,New Jersey,16485
2008,Cancer,New Mexico,3355
2012,Cancer,Texas,38142
2014,Cancer,New Hampshire,2698
2015,Heart disease,Rhode Island,2371
2011,Cancer,New York,35469
2012,Heart disease,Wisconsin,11282
2011,Cancer,Minnesota,9489
2008,Heart disease,North Dakota,1391
2014,Heart disease,Rhode Island,2341
2005,Heart disease,Hawaii,2319
2015,Heart disease,Iowa,6813
2006,Heart disease,Oregon,6620
2010,Cancer,Montana,1923
2011,Cancer,North Dakota,1321
2007,Heart disease,Utah,2980
2011,Cancer,Florida,41681
2014,Cancer,United States,591700
2008,Cancer,Montana,1862
2013,Cancer,Nebraska,3459
2015,Cancer,New Hampshire,2773
2008,Heart disease,New Mexico,3275
2012,Cancer,Washington,11952
2014,Cancer,Virginia,14749
2016,Cancer,North Carolina,19523
2014,Cancer,Maryland,10759
2014,Cancer,Wisconsin,11393
2010,Heart disease,California,58641
2013,Cancer,Virginia,14414
2011,Heart disease,Virginia,13272
2014,Heart disease,Wyoming,1035
2011,Cancer,Texas,37351
2008,Heart disease,Arizona,10385
2010,Heart disease,Florida,41737
2015,Heart disease,North Carolina,18474
2007,Heart disease,Vermont,1166
2004,Cancer,New Mexico,3036
2007,Cancer,North Dakota,1264
2009,Cancer,Connecticut,6819
2016,Heart disease,Iowa,6937
2013,Cancer,Maryland,10609
2005,Cancer,New Mexico,3141
2015,Cancer,Georgia,16945
2009,Cancer,Montana,1914
2012,Cancer,South Dakota,1630
2009,Heart disease,Kansas,5294
2013,Cancer,Kansas,5379
2010,Cancer,New York,35431
2015,Cancer,Rhode Island,2226
2009,Heart disease,Wisconsin,10834
2006,Cancer,Idaho,2306
2013,Cancer,United States,584881
2016,Heart disease,Delaware,1974
2008,Heart disease,Nebraska,3459
2012,Cancer,Massachusetts,12864
2010,Cancer,Connecticut,6954
2013,Cancer,Oregon,7799
2014,Cancer,South Dakota,1698
2013,Cancer,Vermont,1318
2013,Heart disease,Rhode Island,2364
2016,Cancer,Illinois,24389
2012,Cancer,Rhode Island,2148
2012,Cancer,Nevada,4610
2004,Heart disease,Colorado,6079
2006,Heart disease,Utah,2932
2007,Cancer,California,55011
2009,Heart disease,Florida,41274
2011,Heart disease,Wisconsin,11266
2008,Heart disease,Washington,10916
2015,Cancer,Iowa,6513
2011,Cancer,Nebraska,3410
2016,Cancer,New Hampshire,2875
2008,Heart disease,Massachusetts,12776
2014,Cancer,Alaska,972
2005,Cancer,Arizona,9820
2009,Cancer,New York,35216
2016,Heart disease,Maryland,11390
2009,Cancer,Texas,35591
2006,Cancer,California,54140
2014,Cancer,Nevada,5015
2007,Heart disease,Montana,1870
2015,Cancer,Kansas,5604
2008,Heart disease,Maine,2785
2012,Cancer,Nebraska,3479
2015,Cancer,North Carolina,19322
2016,Cancer,Pennsylvania,28492
2009,Cancer,Wyoming,936
2016,Heart disease,New Jersey,18597
2008,Cancer,Connecticut,6830
2011,Cancer,Montana,2022
2013,Cancer,Nevada,4817
2005,Heart disease,Colorado,6307
2010,Heart disease,Kansas,5433
2007,Heart disease,South Dakota,1633
2012,Cancer,Vermont,1325
2012,Cancer,Virginia,14294
2009,Cancer,Nebraska,3336
2010,Heart disease,Wisconsin,11115
2013,Cancer,Wisconsin,11425
2015,Heart disease,Delaware,1940
2012,Heart disease,Rhode Island,2360
2015,Cancer,Vermont,1399
2013,Heart disease,North Carolina,17830
2014,Cancer,Georgia,16684
2016,Heart disease,United States,635260
2015,Cancer,Delaware,2010
2010,Cancer,Florida,41467
2012,Cancer,Maryland,10525
2008,Heart disease,Connecticut,7355
2016,Heart disease,Illinois,25013
2009,Heart disease,North Dakota,1431
2010,Cancer,Texas,36717
2002,Heart disease,Minnesota,8602
2007,Heart disease,North Dakota,1414
2014,Cancer,Iowa,6504
2011,Cancer,New Jersey,16708
2007,Heart disease,Arizona,10302
2011,Heart disease,Iowa,6736
2008,Heart disease,New Hampshire,2409
2011,Cancer,Maryland,10249
2011,Cancer,Washington,12002
2005,Heart disease,Alaska,627
2012,Heart disease,North Carolina,17348
2008,Heart disease,Vermont,1216
2007,Cancer,Idaho,2405
2012,Cancer,Wisconsin,11252
2014,Heart disease,New Jersey,18319
2016,Cancer,Michigan,20870
2007,Heart disease,Massachusetts,12710
2012,Cancer,Alaska,925
2012,Cancer,United States,582623
2009,Cancer,Florida,40932
2015,Cancer,South Carolina,9950
2008,Cancer,Idaho,2511
2015,Heart disease,New Jersey,18647
2014,Cancer,Kansas,5587
2004,Cancer,North Dakota,1265
2011,Cancer,Massachusetts,12895
2008,Cancer,New York,35351
2009,Heart disease,California,59206
2016,Cancer,Missouri,12696
2014,Cancer,Rhode Island,2242
2014,Heart disease,United States,614348
2010,Heart disease,Rhode Island,2322
2007,Cancer,Connecticut,6827
2010,Cancer,Minnesota,9612
2015,Cancer,Pennsylvania,28697
2007,Heart disease,New Mexico,3305
2012,Heart disease,Wyoming,1005
2014,Cancer,Delaware,1972
2001,Cancer,New Mexico,2900
2010,Cancer,Nebraska,3438
2007,Heart disease,Connecticut,7289
2008,Heart disease,South Dakota,1681
2004,Cancer,Arizona,9618
2015,Cancer,District of Columbia,1072
2013,Cancer,Delaware,1905
2015,Cancer,Illinois,24713
2013,Cancer,North Carolina,18589
2011,Cancer,Rhode Island,2170
2013,Cancer,Georgia,16417
2016,Cancer,South Carolina,10356
2011,Heart disease,Rhode Island,2390
2016,Heart disease,Texas,43772
2012,Cancer,New Hampshire,2660
2014,Heart disease,Maryland,11135
2010,Cancer,New Hampshire,2525
2014,Cancer,Vermont,1379
2007,Heart disease,Idaho,2433
2011,Heart disease,North Carolina,17003
2005,Heart disease,Utah,2872
2015,Cancer,Michigan,20732
2012,Cancer,Oregon,7832
2013,Heart disease,Delaware,1861
2006,Heart disease,Nebraska,3445
2007,Heart disease,Nebraska,3520
2012,Cancer,Kansas,5429
2013,Cancer,Iowa,6509
2008,Cancer,South Dakota,1570
2006,Heart disease,Washington,10604
2015,Heart disease,United States,633842
2010,Heart disease,Virginia,13404
2012,Cancer,Iowa,6438
2009,Cancer,Minnesota,9580
2007,Cancer,Minnesota,9176
2014,Heart disease,Delaware,1921
2012,Heart disease,Delaware,1790
2005,Cancer,California,54732
2014,Cancer,Illinois,24501
2016,Cancer,Maine,3275
2013,Heart disease,Iowa,6995
2005,Cancer,Minnesota,8823
2009,Cancer,New Jersey,16541
2011,Cancer,United States,576691
2012,Cancer,Georgia,16021
2004,Cancer,California,53700
2009,Cancer,Vermont,1254
2005,Cancer,Wyoming,886
2014,Cancer,North Carolina,19342
2002,Heart disease,Alaska,567
2015,Heart disease,Maryland,11481
2003,Cancer,Colorado,6417
2006,Heart disease,Montana,1869
2008,Cancer,Florida,40814
2010,Cancer,New Jersey,16815
2009,Cancer,Wisconsin,10866
2004,Cancer,Idaho,2227
2014,Cancer,Pennsylvania,28692
2008,Cancer,Nebraska,3376
2011,Cancer,South Dakota,1665
2014,Heart disease,Illinois,25024
2005,Heart disease,Oregon,6791
2007,Cancer,Florida,40088
2007,Cancer,New York,35485
2013,Heart disease,United States,611105
2010,Heart disease,Wyoming,962
2008,Cancer,Texas,35713
2014,Heart disease,Texas,41479
2000,Cancer,Colorado,5922
2003,Cancer,New Mexico,3103
2013,Heart disease,New Jersey,18460
2007,Heart disease,Washington,11037
2008,Cancer,Minnesota,9446
2011,Cancer,Nevada,4606
2012,Cancer,North Carolina,18405
2011,Cancer,Georgia,15602
2011,Cancer,Kansas,5440
2014,Cancer,Maine,3209
2009,Cancer,Iowa,6249
2012,Heart disease,Iowa,7005
2013,Cancer,Michigan,20367
2005,Cancer,North Dakota,1302
2010,Cancer,Washington,11874
2012,Heart disease,United States,599711
2013,Cancer,Pennsylvania,28512
2006,Heart disease,Alaska,645
2008,Heart disease,Montana,1975
2006,Cancer,Minnesota,9079
2007,Cancer,Montana,1921
2013,Heart disease,Texas,40203
2016,Cancer,Delaware,2124
2011,Cancer,Virginia,14376
2008,Heart disease,Florida,42067
2001,Cancer,Colorado,6145
2006,Cancer,New York,35284
2013,Heart disease,Illinois,24839
2005,Cancer,Alaska,732
2010,Cancer,South Dakota,1655
1999,Cancer,Colorado,5863
2010,Cancer,Maryland,10269
2011,Heart disease,Maryland,10557
2010,Cancer,Kansas,5377
2010,Cancer,Massachusetts,12993
2006,Heart disease,Idaho,2399
2012,Heart disease,Texas,39061
2008,Cancer,North Dakota,1354
2014,Cancer,South Carolina,9930
2015,Heart disease,Illinois,25652
2012,Heart disease,New Jersey,18340
2015,Heart disease,Texas,43298
2004,Cancer,Wyoming,875
2006,Heart disease,Massachusetts,12947
2013,Cancer,Illinois,24491
2010,Cancer,Iowa,6358
2009,Cancer,Kansas,5319
2016,Cancer,Louisiana,9149
2007,Cancer,Texas,35074
2008,Heart disease,Wyoming,937
2013,Cancer,Alaska,1016
2001,Heart disease,Minnesota,8760
2009,Heart disease,Virginia,13397
2009,Heart disease,Wyoming,964
2005,Heart disease,Montana,1855
2008,Heart disease,Wisconsin,11275
2002,Cancer,Idaho,2138
2000,Cancer,New Mexico,2906
2010,Cancer,Virginia,14080
2004,Heart disease,Oregon,6725
2016,Cancer,Indiana,13424
2011,Heart disease,Texas,38094
2011,Cancer,Oregon,7802
2006,Cancer,Vermont,1214
2010,Cancer,Wyoming,1016
2009,Cancer,Oregon,7487
2012,Heart disease,Illinois,24667
2013,Heart disease,Maryland,11244
2007,Heart disease,Wisconsin,11110
2001,Cancer,Idaho,2093
2010,Cancer,United States,574743
2007,Cancer,Wyoming,940
2003,Cancer,Arizona,9627
2007,Heart disease,Maine,2852
2011,Cancer,Iowa,6481
2008,Cancer,Kansas,5294
2006,Cancer,South Dakota,1570
2002,Cancer,Arizona,9359
2002,Cancer,New Mexico,3067
2009,Cancer,New Hampshire,2562
1999,Cancer,New Mexico,2857
2010,Heart disease,Iowa,6880
2009,Heart disease,South Dakota,1778
2015,Cancer,Missouri,12965
2005,Cancer,New York,35556
2016,Cancer,Ohio,25509
2009,Cancer,United States,567628
2002,Cancer,Colorado,6384
2004,Cancer,Nebraska,3270
2011,Heart disease,United States,596577
2001,Cancer,Arizona,9143
2009,Heart disease,Rhode Island,2411
2016,Heart disease,South Carolina,10195
2010,Cancer,Oregon,7638
2016,Cancer,Alabama,10419
2003,Cancer,California,54319
2013,Cancer,South Carolina,9745
2014,Cancer,Michigan,21169
2010,Cancer,Nevada,4529
2007,Cancer,South Dakota,1612
2006,Heart disease,Maine,2815
2012,Heart disease,Maryland,11023
2010,Cancer,Wisconsin,11279
2006,Cancer,Florida,40415
2005,Cancer,Idaho,2368
2013,Cancer,Rhode Island,2326
2006,Cancer,Wyoming,927
2006,Heart disease,Connecticut,7490
2010,Cancer,Georgia,15435
2012,Cancer,Michigan,20496
2009,Cancer,Rhode Island,2220
2009,Cancer,Washington,11922
2011,Heart disease,New Jersey,18330
2010,Heart disease,North Carolina,17154
2011,Cancer,Illinois,24007
2008,Cancer,New Jersey,16876
2011,Cancer,North Carolina,18284
2008,Cancer,Georgia,14621
2015,Cancer,Ohio,25396
2004,Heart disease,Montana,1838
2013,Cancer,Maine,3227
2011,Heart disease,Delaware,1809
2009,Cancer,Nevada,4461
2006,Cancer,Washington,11055
2008,Heart disease,Kansas,5643
2011,Cancer,Alaska,935
2006,Cancer,Connecticut,7044
2009,Cancer,Massachusetts,13112
2005,Cancer,Nebraska,3355
2002,Cancer,North Dakota,1293
2012,Cancer,Pennsylvania,28909
2008,Cancer,Washington,11618
2011,Cancer,Wisconsin,11608
2015,Cancer,Alabama,10354
2009,Cancer,Georgia,15143
2012,Cancer,Illinois,24562
2010,Heart disease,Delaware,1776
2007,Heart disease,Florida,42254
2014,Heart disease,Pennsylvania,31353
2011,Cancer,Vermont,1347
2005,Cancer,Vermont,1202
2006,Cancer,Texas,34939
2009,Heart disease,Iowa,6938
2009,Cancer,Virginia,14122
2008,Heart disease,California,60709
2016,Heart disease,Pennsylvania,31990
2015,Cancer,Indiana,13511
2008,Cancer,Vermont,1279
2008,Cancer,United States,565469
2006,Heart disease,Arizona,10607
2007,Cancer,Nebraska,3479
2006,Cancer,Nebraska,3430
2004,Heart disease,Hawaii,2457
2009,Cancer,Maryland,10412
2005,Cancer,Connecticut,7052
2007,Cancer,Iowa,6376
2010,Cancer,Alaska,884
2009,Cancer,North Carolina,17513
2007,Heart disease,New Hampshire,2511
2012,Cancer,Delaware,1935
2004,Cancer,Minnesota,9093
2008,Cancer,Oregon,7479
2008,Cancer,Iowa,6424
2002,Cancer,Wyoming,859
2008,Cancer,Massachusetts,13031
2007,Cancer,Wisconsin,10963
2007,Heart disease,Iowa,6880
2006,Heart disease,Vermont,1244
2002,Cancer,California,54143
2008,Cancer,New Hampshire,2576
2011,Cancer,New Hampshire,2740
2004,Cancer,South Dakota,1555
2014,Cancer,Alabama,10286
2013,Cancer,Ohio,24986
2012,Heart disease,Georgia,15825
2014,Cancer,Missouri,13067
2000,Heart disease,Minnesota,8885
2012,Heart disease,Pennsylvania,30952
2006,Cancer,Alaska,790
2011,Cancer,Michigan,20420
2004,Cancer,New York,36100
2014,Cancer,Ohio,25433
2016,Cancer,Oklahoma,8115
2008,Cancer,Wisconsin,11185
2016,Heart disease,New York,44076
2015,Heart disease,Pennsylvania,32042
2015,Heart disease,South Carolina,10092
2000,Cancer,Arizona,9073
2006,Cancer,Montana,1943
2015,Cancer,Maine,3398
2011,Cancer,Pennsylvania,28895
2004,Heart disease,North Dakota,1470
2008,Cancer,Rhode Island,2227
2011,Heart disease,Illinois,24987
2004,Heart disease,Utah,2942
2013,Cancer,District of Columbia,1095
2010,Cancer,District of Columbia,1041
2010,Cancer,Rhode Island,2266
2014,Heart disease,New York,43116
2005,Cancer,Florida,40592
2007,Cancer,Rhode Island,2213
2014,Cancer,District of Columbia,1116
2010,Cancer,Illinois,24070
2009,Heart disease,New Jersey,18086
2009,Cancer,Delaware,1813
2013,Heart disease,Georgia,16550
2016,Cancer,Arkansas,6612
2012,Cancer,District of Columbia,1081
2007,Cancer,Oregon,7393
2012,Cancer,South Carolina,9728
2005,Cancer,Texas,34291
2006,Cancer,Iowa,6359
2003,Cancer,Nebraska,3339
2010,Cancer,North Carolina,18061
2007,Cancer,Washington,11568
2016,Heart disease,Georgia,18143
2005,Heart disease,Massachusetts,13280
2013,Heart disease,Pennsylvania,31629
2008,Cancer,Virginia,13983
2010,Heart disease,United States,597689
2007,Cancer,Kansas,5406
2003,Cancer,North Dakota,1334
2012,Cancer,Maine,3226
2007,Cancer,United States,562875
2004,Heart disease,Washington,10644
2004,Cancer,Florida,39840
2013,Cancer,Missouri,12955
2011,Cancer,Missouri,12473
2008,Cancer,Nevada,4404
2005,Heart disease,Nebraska,3640
2013,Cancer,Indiana,13258
2007,Cancer,Massachusetts,13003
2004,Cancer,Vermont,1212
2006,Heart disease,New Mexico,3411
2004,Cancer,Montana,1867
2014,Cancer,Indiana,13519
2014,Heart disease,Georgia,17107
2009,Heart disease,North Carolina,17203
2011,Cancer,Delaware,1906
1999,Cancer,Arizona,9006
2014,Cancer,Oklahoma,7934
2016,Cancer,Tennessee,14450
2006,Cancer,Wisconsin,10925
2013,Heart disease,South Carolina,9648
2006,Cancer,Kansas,5343
2008,Cancer,Maryland,10360
2007,Cancer,New Jersey,17096
2001,Cancer,California,53924
2015,Cancer,Louisiana,9397
2003,Cancer,New York,36238
2006,Cancer,North Dakota,1387
2015,Heart disease,Georgia,17769
2012,Heart disease,South Carolina,9364
2003,Heart disease,Colorado,6499
2007,Heart disease,Wyoming,957
2007,Cancer,Maryland,10179
2015,Cancer,Tennessee,14214
2005,Heart disease,Vermont,1234
2005,Heart disease,Washington,10985
2000,Cancer,Idaho,2128
2016,Heart disease,Indiana,13952
2006,Heart disease,South Dakota,1757
2008,Heart disease,Virginia,13675
2011,Cancer,District of Columbia,1070
2005,Heart disease,Connecticut,7650
2007,Cancer,Nevada,4331
2007,Heart disease,Kansas,5749
2006,Cancer,Oregon,7309
2005,Cancer,Washington,11048
2008,Cancer,Alaska,867
2006,Heart disease,New Hampshire,2501
2014,Heart disease,South Carolina,9964
2010,Heart disease,Texas,38253
2006,Heart disease,Wisconsin,11451
2008,Cancer,North Carolina,17453
2005,Heart disease,North Dakota,1512
2006,Cancer,Rhode Island,2250
2010,Cancer,Pennsylvania,29055
2015,Heart disease,New York,44450
2003,Cancer,Florida,39404
2003,Cancer,Minnesota,9183
2003,Cancer,Montana,1847
2001,Heart disease,Hawaii,2310
2010,Heart disease,Illinois,24959
2003,Cancer,Idaho,2321
2009,Cancer,Illinois,24185
2006,Cancer,United States,559888
2011,Cancer,South Carolina,9543
2010,Heart disease,New Jersey,18730
2006,Heart disease,North Dakota,1527
2000,Cancer,California,53158
2004,Cancer,Texas,33937
2013,Cancer,Alabama,10328
2011,Cancer,Maine,3201
2009,Cancer,Michigan,20257
2016,Cancer,West Virginia,4659
2003,Heart disease,Hawaii,2461
2010,Heart disease,Maryland,10915
2004,Cancer,Iowa,6340
2012,Cancer,Missouri,12919
2009,Heart disease,Delaware,1796
2015,Heart disease,Indiana,13948
2004,Cancer,Connecticut,7175
2009,Cancer,Pennsylvania,28881
2011,Heart disease,Georgia,15773
2007,Cancer,Alaska,839
2005,Cancer,South Dakota,1612
2005,Heart disease,Idaho,2450
2012,Cancer,Ohio,25261
2002,Heart disease,Colorado,6425
2014,Heart disease,Indiana,13764
2009,Cancer,South Carolina,9123
2005,Cancer,Wisconsin,10943
2009,Heart disease,United States,599413
2010,Cancer,Michigan,20620
2009,Cancer,Alaska,895
2003,Cancer,Connecticut,7131
2006,Cancer,New Jersey,17180
2014,Cancer,Arkansas,6546
2004,Cancer,Kansas,5312
2004,Heart disease,New Mexico,3264
2002,Cancer,South Dakota,1562
2010,Cancer,Vermont,1392
2001,Heart disease,Colorado,6293
2003,Cancer,Wisconsin,10648
2010,Cancer,South Carolina,9356
2003,Cancer,Vermont,1210
2005,Cancer,Iowa,6453
2000,Cancer,North Dakota,1346
2002,Cancer,Florida,39140
2001,Cancer,Minnesota,8967
2006,Cancer,New Hampshire,2534
2007,Heart disease,California,61690
2006,Cancer,Georgia,14474
2007,Cancer,Virginia,14009
2009,Heart disease,Illinois,24931
2009,Heart disease,Texas,38077
2004,Cancer,Alaska,728
2005,Cancer,Montana,1956
2014,Cancer,Tennessee,14173
2015,Cancer,Oklahoma,8280
2008,Heart disease,Delaware,1777
2012,Cancer,Indiana,13368
2008,Cancer,Michigan,20211
2002,Cancer,New York,36661
2003,Heart disease,Oregon,7049
2006,Cancer,Nevada,4226
2011,Heart disease,South Carolina,9295
2004,Cancer,Washington,10989
2007,Cancer,New Hampshire,2609
2008,Cancer,Pennsylvania,28964
2004,Cancer,Wisconsin,10861
2013,Heart disease,New York,44039
1999,Cancer,California,53067
2011,Cancer,Ohio,25140
2008,Cancer,Illinois,24300
2008,Cancer,Maine,3093
2005,Cancer,New Jersey,17171
2005,Cancer,United States,559312
2016,Heart disease,Ohio,27410
2012,Cancer,Alabama,10276
2009,Cancer,Maine,3133
2002,Cancer,Minnesota,9210
2006,Cancer,Virginia,13829
2000,Heart disease,Colorado,6184
2015,Cancer,Arkansas,6727
2011,Cancer,Indiana,13180
2007,Cancer,Georgia,14983
2001,Cancer,Nebraska,3389
2013,Cancer,Tennessee,13953
2000,Cancer,Wyoming,868
2003,Heart disease,Alaska,626
2008,Heart disease,Iowa,7284
2005,Cancer,Kansas,5428
2010,Cancer,Missouri,12626
2010,Cancer,Delaware,1909
2009,Cancer,Missouri,12472
2013,Cancer,Oklahoma,8039
2003,Cancer,Kansas,5332
2011,Heart disease,Pennsylvania,31934
2014,Cancer,Louisiana,9455
2002,Cancer,Nebraska,3433
2003,Cancer,Texas,33867
2000,Cancer,Nebraska,3382
2013,Heart disease,Indiana,13773
2002,Cancer,Connecticut,7163
2005,Cancer,Massachusetts,13182
